DpsMedian;NameProfileset;Spec;Covenant;Talents;Targets;Legendary;Int;Haste;Crit;Mastery;Versatility
5724,39595403352;Dream - Ptender/SBfly/IB:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5723,33085742093;Dream - Ptender/SBfly/IB:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5720,1432662709731;Dream - Ptender/SBfly/IP:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5716,68667992581;Heirmir - FReveries/RFlesh/RSpurs/IB:4/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
5716,1761807505936;Pelagos - CMed/FMantra/BfFriend/SC:4/IB:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5712,3941715737355;Niya - GInvigor/RWTiring/SPatrol/IP:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5710,226267272672;Pelagos - CMed/FMantra/BfFriend/UC:4/IP:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5704,66639763093;Heirmir - FReveries/RFlesh/RSpurs/IP:4/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
5691,52609742733;Dream - Ptender/SVoice/UC:4/IP:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5689,9947323132819;Niya - GInvigor/RWTiring/SPatrol/IB:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5689,1449073903923;Dream - Ptender/SVoice/UC:4/IP:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5687,8202691668557;Mari - VSolvvent/OFCoat/PCSlime/SC:4/IP:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
5684,728559188894;Dream - Ptender/SVoice/UC:4/IB:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5678,0783628432109;Dream - Ptender/SVoice/UC:4/IB:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5675,1743299059854;Kleia - VStrikes/Mentor/EForward/IP:4/GS:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5666,8435670813;Forgelite - BCtAction/FFilter/RPlumage/IP:4/GS:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5646,2459528982736;Pelagos - CMed/FMantra/BfFriend/SC:4/IP:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5643,6286368145556;Dream - Ptender/SVoice/SC:4/IP:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5639,461846724691;Dream - Ptender/SVoice/IB:4/DG:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5639,3968595793085;Dream - Ptender/SVoice/IP:4/DG:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5637,9937976874717;Dream - Ptender/SVoice/SC:4/IB:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5634,6838500801705;Dream - Ptender/SVoice/IB:4/DG:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5633,7009452785969;Dream - Ptender/SVoice/SC:4/IP:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5627,6288744243193;Dream - Ptender/SVoice/IP:4/DG:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5626,0380107510982;Dream - Ptender/SVoice/SC:4/IB:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5473,9247391991867;Korayn - WHTactics/HotWH/GIForm/DG:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5440,7651816308526;Korayn - WHTactics/HotWH/GIForm/AP:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5436,1458378930311;Dream - Ptender/SVoice/DG:4/MB:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5434,49594930444;Korayn - WHTactics/HotWH/GIForm/MB:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5420,5495291075722;Dream - Ptender/SVoice/DG:4/MB:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5394,09641088318;Dream - Ptender/SBfly/DG:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5379,1206477321766;Korayn - WHTactics/HotWH/GIForm/NP:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5374,4790355808045;Niya - GInvigor/RWTiring/SPatrol/DG:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5373,5375837134507;Dream - Ptender/SBfly/DG:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5359,0242587299444;Dream - Ptender/SVoice/AP:4/MB:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5355,3761655478229;Korayn - WHTactics/HotWH/GIForm/AA:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5354,2731648229055;Dream - Ptender/SVoice/NP:4/DG:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5354,0686150897955;Theotar - SShade/LGait/LotParty/SM:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5352,971028029513;Dream - Ptender/SVoice/NP:4/DG:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5346,7184821755091;Dream - Ptender/SBfly/MB:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5346,5912509862465;Dream - Ptender/SVoice/AP:4/MB:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5342,1737515625355;Dream - Ptender/SBfly/MB:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5336,7185495202139;Dream - Ptender/SBfly/AP:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5332,6456138066478;Dream - Ptender/SBfly/AP:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5328,1110873231819;Nadjia - TSeeker/AChaos/FiLPlaces/SM:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5327,193815859292;Dream - Ptender/SVoice/AP:4/DG:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5325,7092850989384;Dream - Ptender/SVoice/DG:4/AA:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5325,1624767189141;Niya - GInvigor/RWTiring/SPatrol/MB:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5320,0915734084974;Dream - Ptender/SVoice/AP:4/DG:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5315,3429513084557;Dream - Ptender/SVoice/DG:4/AA:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5314,3094748817948;Dream - Ptender/SVoice/NP:4/MB:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5311,5273093323;Emeni - LbExample/EMSkin/CLegs/MB:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
5309,6090545165362;Niya - GInvigor/RWTiring/SPatrol/AP:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5308,68416859545;Dream - Ptender/SVoice/AP:4/NP:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5303,1374935742288;Dream - Ptender/SVoice/NP:4/MB:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5302,0082647730305;Dream - Ptender/SVoice/AP:4/NP:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5301,5328893058268;Emeni - LbExample/EMSkin/CLegs/UC:4/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
5300,43717714972;Theotar - SShade/LGait/LotParty/UC:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5293,9547398724044;Dream - Ptender/SBfly/NP:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5288,4358550407687;Dream - Ptender/SBfly/NP:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5286,6910149544692;Theotar - SShade/LGait/LotParty/SM:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5285,514320022834;Dream - Ptender/SVoice/MB:4/AA:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5281,8222631301778;Nadjia - TSeeker/AChaos/FiLPlaces/UC:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5279,3667752344118;Dream - Ptender/SVoice/MB:4/AA:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5279,06598077719;Theotar - SShade/LGait/LotParty/MB:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5274,9820520695766;Dream - Ptender/SVoice/AP:4/AA:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5269,2205302384809;Dream - Ptender/SVoice/AP:4/AA:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5264,1531819210149;Dream - Ptender/SBfly/AA:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5262,7844114011323;Theotar - SShade/LGait/LotParty/SC:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5258,0369708875351;Dream - Ptender/SBfly/AA:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5257,2661408266122;Draven - SIStone/EGloom/ELeader/SM:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5256,4941933014807;Niya - GInvigor/RWTiring/SPatrol/NP:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5254,3976666403451;Emeni - LbExample/EMSkin/CLegs/NP:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
5237,8575047590093;Emeni - LbExample/EMSkin/CLegs/SC:4/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
5233,262234813611;Nadjia - TSeeker/AChaos/FiLPlaces/SC:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5232,0036544212116;Niya - GInvigor/RWTiring/SPatrol/AA:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5225,5266862455046;Dream - Ptender/SVoice/NP:4/AA:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5224,1911367411658;Pelagos - CMed/FMantra/BfFriend/IA:4/MB:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5221,6720259734457;Emeni - LbExample/EMSkin/CLegs/AP:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
5220,5886986410433;Nadjia - TSeeker/AChaos/FiLPlaces/MB:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5217,4449783269029;Emeni - LbExample/EMSkin/CLegs/AA:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
5217,2659160272542;Theotar - SShade/LGait/LotParty/NP:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5216,5033151932184;Dream - Ptender/SVoice/NP:4/AA:4/GS:4;Arcane;FAE;1032021;1;Harmony;1250;750;700;200;200
5213,0261404250841;Nadjia - TSeeker/AChaos/FiLPlaces/SM:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5198,1778849118155;Theotar - SShade/LGait/LotParty/AA:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5192,226136788262;Draven - SIStone/EGloom/ELeader/UC:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5190,5186248115606;Theotar - SShade/LGait/LotParty/AP:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5173,7238447035452;Pelagos - CMed/FMantra/BfFriend/NP:4/IA:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5166,7702915696027;Draven - SIStone/EGloom/ELeader/SM:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5155,5499195961447;Pelagos - CMed/FMantra/BfFriend/IA:4/AA:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5153,6080420485068;Draven - SIStone/EGloom/ELeader/SC:4/GS:4;Frost;VEN;2032021;1;Split Ice;1250;750;700;200;200
5153,0402760002717;Nadjia - TSeeker/AChaos/FiLPlaces/NP:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5150,9873904042;Draven - SIStone/EGloom/ELeader/MB:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5139,1809568663948;Pelagos - CMed/FMantra/BfFriend/NP:4/MB:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5139,04012524458;Pelagos - CMed/FMantra/BfFriend/MB:4/AA:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5127,6386681655285;Nadjia - TSeeker/AChaos/FiLPlaces/AA:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5113,87413373181;Nadjia - TSeeker/AChaos/FiLPlaces/AP:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5102,1631198127461;Forgelite - BCtAction/FFilter/RPlumage/IA:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5100,1831242338621;Draven - SIStone/EGloom/ELeader/NP:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5095,6589507101708;Forgelite - BCtAction/FFilter/RPlumage/MB:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5087,8824064362625;Kleia - VStrikes/Mentor/EForward/IA:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5081,1828451887068;Kleia - VStrikes/Mentor/EForward/MB:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5071,1770425790646;Draven - SIStone/EGloom/ELeader/AA:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5063,581844738108;Pelagos - CMed/FMantra/BfFriend/NP:4/AA:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5060,581963550213;Pelagos - CMed/FMantra/BfFriend/UC:4/IA:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5056,8908679266206;Draven - SIStone/EGloom/ELeader/AP:4/GS:4;Arcane;VEN;1032021;1;Harmony;1250;750;700;200;200
5048,2820832942489;Korayn - WHTactics/HotWH/GIForm/UC:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5048,2250089739455;Pelagos - CMed/FMantra/BfFriend/AP:4/IA:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5047,5686238857506;Forgelite - BCtAction/FFilter/RPlumage/IA:4/GS:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5047,2508945665741;Dream - Ptender/SVoice/IC:4/DG:4/GS:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
5046,9843201116146;Dream - Ptender/SVoice/IC:4/DG:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
5044,8729564118121;Emeni - LbExample/EMSkin/CLegs/IC:4/GS:4;Fire;NEC;3031022;1;Firestorm;1250;750;700;200;200
5038,1494531763919;Pelagos - CMed/FMantra/BfFriend/AP:4/MB:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5029,24299912573;Forgelite - BCtAction/FFilter/RPlumage/NP:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5029,1797039195617;Kleia - VStrikes/Mentor/EForward/IA:4/GS:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5027,1751299862308;Mari - VSolvvent/OFCoat/PCSlime/NP:4/MB:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
5022,5592071285855;Niya - GInvigor/RWTiring/SPatrol/DG:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
5022,35137300111;Mari - VSolvvent/PPStrike/PCSlime/MB:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
5019,76924296596;Pelagos - CMed/FMantra/BfFriend/SC:4/IA:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
5018,0546790225708;Kleia - VStrikes/Mentor/EForward/NP:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5017,5654201455991;Forgelite - BCtAction/FFilter/RPlumage/AA:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5009,7710477059481;Mari - VSolvvent/OFCoat/PCSlime/MB:4/AA:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
5005,0052650522093;Kleia - VStrikes/Mentor/EForward/AA:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
5001,6749468309945;Korayn - WHTactics/HotWH/GIForm/DG:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4999,3138856570267;Korayn - WHTactics/HotWH/GIForm/IC:4/GS:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
4997,6952610901481;Mari - VSolvvent/PPStrike/PCSlime/UC:4/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
4994,15462761095;Forgelite - BCtAction/FFilter/RPlumage/UC:4/GS:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
4993,5160982827347;Korayn - WHTactics/HotWH/GIForm/SC:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4989,7678850547936;Mari - VSolvvent/OFCoat/PCSlime/AP:4/MB:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4982,8004797412905;Kleia - VStrikes/Mentor/EForward/UC:4/GS:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
4977,4002648583682;Theotar - SShade/LGait/LotParty/IC:4/GS:4;Fire;VEN;3031022;1;Firestorm;1250;750;700;200;200
4977,04286286626;Heirmir - FReveries/RFlesh/RSpurs/MB:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4974,2423687588444;Nadjia - TSeeker/AChaos/FiLPlaces/IC:4/GS:4;Fire;VEN;3031022;1;Firestorm;1250;750;700;200;200
4973,7207309813657;Pelagos - CMed/FMantra/BfFriend/UC:4/SC:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
4971,2405250624161;Mari - VSolvvent/OFCoat/PCSlime/UC:4/SC:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
4969,8293419054025;Mari - VSolvvent/PPStrike/PCSlime/NP:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4965,1071777923335;Pelagos - CMed/FMantra/BfFriend/AP:4/NP:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
4963,8868350054681;Mari - VSolvvent/PPStrike/PCSlime/AA:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4963,5540837381905;Heirmir - FReveries/RFlesh/RSpurs/UC:4/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
4958,0805716522755;Forgelite - BCtAction/FFilter/RPlumage/SC:4/GS:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
4953,6940205598921;Dream - Ptender/SBfly/UC:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4953,4014482909042;Mari - VSolvvent/PPStrike/PCSlime/SC:4/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
4949,9192864225215;Kleia - VStrikes/Mentor/EForward/SC:4/GS:4;Frost;KYR;2032021;1;Split Ice;1250;750;700;200;200
4948,7980729534229;Dream - Ptender/SBfly/UC:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4945,0308473675959;Pelagos - CMed/FMantra/BfFriend/AP:4/AA:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
4944,959731282549;Mari - VSolvvent/OFCoat/PCSlime/NP:4/AA:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4943,8533077850334;Niya - GInvigor/RWTiring/SPatrol/UC:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4941,7197967793427;Mari - VSolvvent/OFCoat/PCSlime/AP:4/NP:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4932,5088359922474;Mari - VSolvvent/PPStrike/PCSlime/AP:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4930,4743396037129;Dream - Ptender/SBfly/IC:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
4928,6229308351612;Heirmir - FReveries/RFlesh/RSpurs/NP:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4921,94445078889;Heirmir - FReveries/SSpaul/RSpurs/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
4917,7262486186655;Dream - Ptender/SBfly/IC:4/GS:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
4917,1151231234235;Forgelite - BCtAction/FFilter/RPlumage/AP:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
4916,2175266935774;Heirmir - FReveries/RFlesh/RSpurs/AA:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4913,9275775096357;Heirmir - FReveries/RFlesh/RSpurs/SC:4/GS:4;Frost;NEC;2032021;1;Split Ice;1250;750;700;200;200
4908,5138663412;Mari - VSolvvent/OFCoat/PCSlime/AP:4/AA:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4906,9727747612969;Dream - Ptender/SBfly/DG:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4906,468311343152;Dream - Ptender/SBfly/SC:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4905,1310970182549;Dream - Ptender/SBfly/SC:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4901,8032921655686;Heirmir - FReveries/SSpaul/RSpurs/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4899,8539786179526;Pelagos - CMed/FMantra/BfFriend/IC:4/IA:4;Fire;KYR;3031022;1;Firestorm;1250;750;700;200;200
4898,6604645142888;Dream - Ptender/SBfly/DG:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4892,90625649194;Niya - GInvigor/RWTiring/SPatrol/SC:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4890,65197473654;Korayn - WHTactics/HotWH/GIForm/DG:4/GS:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
4890,5573680557827;Dream - Ptender/SVoice/UC:4/DG:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4888,5949310458373;Kleia - VStrikes/Mentor/EForward/AP:4/GS:4;Arcane;KYR;1032021;1;Harmony;1250;750;700;200;200
4885,8475651697963;Dream - Ptender/SVoice/IC:4/FA:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
4885,51302290287;Dream - Ptender/SVoice/UC:4/SC:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4883,96253425251;Heirmir - FReveries/RFlesh/RSpurs/AP:4/GS:4;Arcane;NEC;1032021;1;Harmony;1250;750;700;200;200
4882,6270962174722;Niya - GInvigor/RWTiring/SPatrol/IC:4/GS:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
4880,6863470616063;Dream - Ptender/SVoice/UC:4/SC:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4880,3171656832783;Dream - Ptender/SVoice/IC:4/FA:4/GS:4;Fire;FAE;3031022;1;Firestorm;1250;750;700;200;200
4878,749503287474;Dream - Ptender/SVoice/UC:4/DG:4/GS:4;Frost;FAE;2032021;1;Split Ice;1250;750;700;200;200
4877,5333552883058;Draven - SIStone/EGloom/ELeader/IC:4/GS:4;Fire;VEN;3031022;1;Firestorm;1250;750;700;200;200
